CVE-ID,Description,CVSS Base Score,AV,AC,PR,UI,S,C,I,A
CVE-2012-4449,"Apache Hadoop before 0.23.4, 1.x before 1.0.4, and 2.x before 2.0.2 generate token passwords using a 20-bit secret when Kerberos security features are enabled, which makes it easier for context-dependent attackers to crack secret keys via a brute-force attack.",9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-4451,"Multiple cross-site scripting (XSS) vulnerabilities in Zend Framework 2.0.x before 2.0.1 allow remote attackers to inject arbitrary web script or HTML via unspecified input to (1) Debug, (2) Feed\PubSubHubbub, (3) Log\Formatter\Xml, (4) Tag\Cloud\Decorator, (5) Uri, (6) View\Helper\HeadStyle, (7) View\Helper\Navigation\Sitemap, or (8) View\Helper\Placeholder\Container\AbstractStandalone, related to Escaper.",6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-4480,mom creates world-writable pid files in /var/run,7.8,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-4524,xlockmore before 5.43 'dclock' security bypass vulnerability,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:H,/A:N
CVE-2012-4525,piwigo has XSS in password.php,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-4526,piwigo has XSS in password.php (incomplete fix for CVE-2012-4525),6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-4567,Multiple cross-site scripting (XSS) vulnerabilities in LetoDMS (formerly MyDMS) before 3.3.8 allow remote attackers to inject arbitrary web script or HTML via unspecified parameters in (1) inc/inc.ClassUI.php or (2) out/out.DocumentNotify.php.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-4568,Multiple cross-site request forgery (CSRF) vulnerabilities in LetoDMS (formerly MyDMS) before 3.3.8 allow remote attackers to hijack the authentication of unspecified victims via unknown vectors.,8.8,AV:N,AC:L,PR:N,UI:R,/S:U,/C:H,/I:H,/A:H
CVE-2012-4569,Multiple cross-site scripting (XSS) vulnerabilities in out/out.UsrMgr.php in LetoDMS (formerly MyDMS) before 3.3.9 allow remote attackers to inject arbitrary web script or HTML via unspecified vectors.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-4570,SQL injection vulnerability in LetoDMS_Core/Core/inc.ClassDMS.php in LetoDMS (formerly MyDMS) before 3.3.8 allows remote attackers to execute arbitrary SQL commands via unspecified vectors.,9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-4576,FreeBSD: Input Validation Flaw allows local users to gain elevated privileges,7.8,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-4603,"Citrix XenApp Online Plug-in for Windows 12.1 and earlier, and Citrix Receiver for Windows 3.2 and earlier could allow remote attackers to execute arbitrary code by convincing a target to open a specially crafted file from an SMB or WebDAV fileserver.",7.8,AV:L,AC:L,PR:N,UI:R,/S:U,/C:H,/I:H,/A:H
CVE-2012-4750,"A Code Execution vulnerability exists in the memcpy function when processing AMF requests in Ezhometech EzServer 7.0, which could let a remote malicious user execute arbitrary code or cause a Denial of Service",9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-4760,"A Privilege Escalation vulnerability exists in the SDBagent service in Safend Data Protector Agent 3.4.5586.9772, which could let a local malicious user obtain privileges.",7.8,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-4761,"A Privilege Escalation vulnerability exists in the unquoted Service Binary in SDPAgent or SDBAgent in Safend Data Protector Agent 3.4.5586.9772, which could let a local malicious user obtain privileges.",7.8,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-4767,"An issue exists in Safend Data Protector Agent 3.4.5586.9772 in the securitylayer.log file in the logs.9972 directory, which could let a malicious user decrypt and potentially change the Safend security policies applied to the machine.",6.1,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:L,/A:N
CVE-2012-4900,Corel WordPerfect Office X6 16.0.0.388 has a DoS Vulnerability via untrusted pointer dereference,5.5,AV:L,AC:L,PR:N,UI:R,/S:U,/C:N,/I:N,/A:H
CVE-2012-4919,Gallery Plugin1.4 for WordPress has a Remote File Include Vulnerability,9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-4980,Multiple stack-based buffer overflows in CFProfile.exe in Toshiba ConfigFree Utility 8.0.38 allow user-assisted attackers to execute arbitrary code.,7.8,AV:L,AC:L,PR:N,UI:R,/S:U,/C:H,/I:H,/A:H
CVE-2012-5010,"ASA 5515-X Adaptive Security Appliance Adaptive Security Appliance (ASA) Software 9.4.x before 9.4.1 Interim, 9.2.x before 9.2.4 Interim, ASA 5510 Adaptive Security Appliance Adaptive Security Appliance (ASA) Software 8.4.x before 8.4.7 Interim, 8.2.x before 8.2.5 Interim, 9.1.x before 9.1.6 Interim, ASA 5555-X Adaptive Security Appliance ASA for Application Centric Infrastructure (ACI) Device Package 1.2.4.x before 1.2.4.8, ASA 5512-X Adaptive Security Appliance ASA for Application Centric Infrastructure (ACI) Device Package 1.2.4.x before 1.2.4.8, ASA 5520 Adaptive Security Appliance Adaptive Security Appliance (ASA) Software 8.2.x before 8.2.5 Interim, 8.4.x before 8.4.7 Interim, 9.1.x before 9.1.6 Interim, ASA 5505 Adaptive Security Appliance Adaptive Security Appliance (ASA) Software 9.2.x before 9.2.4 Interim, 8.4.x before 8.4.7 Interim, 9.1.x before 9.1.6 Interim, ASA 5525-X Adaptive Security Appliance ASA for Application Centric Infrastructure (ACI) Device Package 1.2.4.x before 1.2.4.8, ASA 5512-X Adaptive Security Appliance Adaptive Security Appliance (ASA) Software 9.4.x before 9.4.1 Interim, 9.2.x before 9.2.4 Interim or 9.2.4.SMP, 9.1.x before 9.1.6 Interim, ASA 5545-X Adaptive Security Appliance ASA for Application Centric Infrastructure (ACI) Device Package 1.2.4.x before 1.2.4.8, ASA 5585-X Adaptive Security Appliance ASA for Application Centric Infrastructure (ACI) Device Package 1.2.4.x before 1.2.4.8, ASA 5540 Adaptive Security Appliance Adaptive Security Appliance (ASA) Software 8.2.x before 8.2.5 Interim, 8.4.x before 8.4.7 Interim, 9.1.x before 9.1.6 Interim, ASA 5515-X Adaptive Security Appliance ASA for Application Centric Infrastructure (ACI) Device Package 1.2.4.x before 1.2.4.8, ASA 5555-X Adaptive Security Appliance Adaptive Security Appliance (ASA) Software 9.2.x before 9.2.4 Interim or 9.2.4.SMP, 9.4.x before 9.4.1 Interim, 9.1.x before 9.1.6 Interim, ASA 5580 Adaptive Security Appliance Adaptive Security Appliance (ASA) Software 9.1.x before 9.1.6 Interim, ASA 5585-X Adaptive Security Appliance Adaptive Security Appliance (ASA) Software 9.2.x before 9.2.4 Interim, 9.4.x before 9.4.1 Interim, ASA 5525-X Adaptive Security Appliance Adaptive Security Appliance (ASA) Software 9.4.x before 9.4.1 Interim, 9.2.x before 9.2.4 Interim or 9.2.4.SMP, 9.1.x before 9.1.6 Interim, ASA 5545-X Adaptive Security Appliance Adaptive Security Appliance (ASA) Software 9.4.x before 9.4.1 Interim, 9.2.x before 9.2.4 Interim or 9.2.4.SMP. 9.1.x before 9.1.6 ASA does not check the source of the ARP request or GARP packets for addresses it performs NAT translation for under unspecified conditions.",8.1,AV:A,AC:L,PR:N,UI:N,/S:U,/C:N,/I:H,/A:H
CVE-2012-5030,"Cisco IOS before 15.2(4)S6 does not initialize an unspecified variable, which might allow remote authenticated users to cause a denial of service (CPU consumption, watchdog timeout, crash) by walking specific SNMP objects.",6.5,AV:N,AC:L,PR:L,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-5193,"Multiple cross-site scripting (XSS) vulnerabilities in Bitweaver 2.8.1 and earlier allow remote attackers to inject arbitrary web script or HTML via the path info to (1) stats/index.php or (2) newsletters/edition.php or the (3) username parameter to users/remind_password.php, (4) days parameter to stats/index.php, (5) login parameter to users/register.php, or (6) highlight parameter.",6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-5340,SumatraPDF 2.1.1/MuPDF 1.0 allows remote attackers to cause an Integer Overflow in the lex_number() function via a corrupt PDF file.,7.8,AV:L,AC:L,PR:N,UI:R,/S:U,/C:H,/I:H,/A:H
CVE-2012-5357,"Ektron Content Management System (CMS) before 8.02 SP5 uses the XslCompiledTransform class with enablescript set to true, which allows remote attackers to execute arbitrary code with NETWORK SERVICE privileges via crafted XSL data.",9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-5358,"The XSLTCompiledTransform function in Ektron Content Management System (CMS) before 8.02 SP5 configures the XSL with enableDocumentFunction set to true, which allows remote attackers to read arbitrary files and consequently bypass authentication, modify viewstate, cause a denial of service, or possibly have unspecified other impact via crafted XSL data.",9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-5359,Libavcodec in FFmpeg before 0.11 allows remote attackers to execute arbitrary code via a crafted ASF file.,8.8,AV:N,AC:L,PR:N,UI:R,/S:U,/C:H,/I:H,/A:H
CVE-2012-5360,Libavcodec in FFmpeg before 0.11 allows remote attackers to execute arbitrary code via a crafted QT file.,8.8,AV:N,AC:L,PR:N,UI:R,/S:U,/C:H,/I:H,/A:H
CVE-2012-5361,Libavcodec in FFmpeg before 0.11 allows remote attackers to execute arbitrary code via a crafted WMV file.,7.8,AV:L,AC:L,PR:N,UI:R,/S:U,/C:H,/I:H,/A:H
CVE-2012-5376,"The Inter-process Communication (IPC) implementation in Google Chrome before 22.0.1229.94 allows remote attackers to bypass intended sandbox restrictions and write to arbitrary files by leveraging access to a renderer process, a different vulnerability than CVE-2012-5112.",9.6,AV:N,AC:L,PR:N,UI:R,/S:C,/C:H,/I:H,/A:H
CVE-2012-5389,NULL Pointer Dereference in PowerTCP WebServer for ActiveX 1.9.2 and earlier allows remote attackers to cause a denial of service (application crash) via a crafted HTTP request.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-5474,The file /etc/openstack-dashboard/local_settings within Red Hat OpenStack Platform 2.0 and RHOS Essex Release (python-django-horizon package before 2012.1.1) is world readable and exposes the secret key value.,5.5,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-5476,"Within the RHOS Essex Preview (2012.2) of the OpenStack dashboard package, the file /etc/quantum/quantum.conf is world readable which exposes the admin password and token value.",5.5,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-5518,vdsm: certificate generation upon node creation allowing vdsm to start and serve requests from anyone who has a matching key (and certificate),7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:H,/A:N
CVE-2012-5521,quagga (ospf6d) 0.99.21 has a DoS flaw in the way the ospf6d daemon performs routes removal,6.5,AV:A,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-5527,Claws Mail vCalendar plugin: credentials exposed on interface,5.5,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-5535,gnome-system-log polkit policy allows arbitrary files on the system to be read,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-5558,"Cross-site scripting (XSS) vulnerability in the Smiley module 6.x-1.x versions prior to 6.x-1.1 and Smileys module 6.x-1.x versions prior to 6.x-1.1 for Drupal allows remote authenticated users with the ""administer smiley"" permission to inject arbitrary web script or HTML via a smiley acronym.",4.8,AV:N,AC:L,PR:H,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-5562,rhn-proxy: may transmit credentials over clear-text when accessing RHN Satellite,6.5,AV:A,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-5577,Python keyring lib before 0.10 created keyring files with world-readable permissions.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-5578,Python keyring has insecure permissions on new databases allowing world-readable files to be created,6.2,AV:L,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-5582,opendnssec misuses libcurl API,9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-5617,gksu-polkit: permissive PolicyKit policy configuration file allows privilege escalation,7.8,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-5628,"gofer before 0.68 uses world-writable permissions for /var/lib/gofer/journal/watchdog, which allows local users to cause a denial of service by removing journal entries.",4.4,AV:L,AC:L,PR:L,UI:N,/S:U,/C:N,/I:L,/A:L
CVE-2012-5630,libuser 0.56 and 0.57 has a TOCTOU (time-of-check time-of-use) race condition when copying and removing directory trees.,6.3,AV:L,AC:H,PR:L,UI:N,/S:U,/C:N,/I:H,/A:H
CVE-2012-5631,ipa 3.0 does not properly check server identity before sending credential containing cookies,8.8,AV:N,AC:L,PR:N,UI:R,/S:U,/C:H,/I:H,/A:H
CVE-2012-5636,"Cross-site scripting (XSS) vulnerability in Apache Wicket 1.4.x before 1.4.22, 1.5.x before 1.5.10, and 6.x before 6.4.0 might allow remote attackers to inject arbitrary web script or HTML via vectors related to <script> tags in a rendered response.",6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-5639,LibreOffice and OpenOffice automatically open embedded content,6.5,AV:N,AC:L,PR:N,UI:R,/S:U,/C:H,/I:N,/A:N
CVE-2012-5640,thttpd has a local DoS vulnerability via specially-crafted .htpasswd files,5.5,AV:L,AC:L,PR:L,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-5644,libuser has information disclosure when moving user's home directory,5.5,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-5645,"A denial of service flaw was found in the way the server component of Freeciv before 2.3.4 processed certain packets. A remote attacker could send a specially-crafted packet that, when processed would lead to memory exhaustion or excessive CPU consumption.",7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-5663,The isearch package (textproc/isearch) before 1.47.01nb1 uses the tempnam() function to create insecure temporary files into a publicly-writable area (/tmp).,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:H,/A:N
CVE-2012-5693,Bulb Security Smartphone Pentest Framework (SPF) before 0.1.3 allows remote attackers to execute arbitrary commands via shell metacharacters in the ipAddressTB parameter to (1) remoteAttack.pl or (2) guessPassword.pl in frameworkgui/; the filename parameter to (3) CSAttack.pl or (4) SEAttack.pl in frameworkgui/; the phNo2Attack parameter to (5) CSAttack.pl or (6) SEAttack.pl in frameworkgui/; the (7) platformDD2 parameter to frameworkgui/SEAttack.pl; the (8) agentURLPath or (9) agentControlKey parameter to frameworkgui/attach2agents.pl; or the (10) controlKey parameter to frameworkgui/attachMobileModem.pl. NOTE: The hostingPath parameter to CSAttack.pl and SEAttack.pl vectors and the appURLPath parameter to attachMobileModem.pl vector are covered by CVE-2012-5878.,8.8,AV:A,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-5867,HT Editor 2.0.20 has a Remote Stack Buffer Overflow Vulnerability,9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-5878,Bulb Security Smartphone Pentest Framework (SPF) 0.1.2 through 0.1.4 allows remote attackers to execute arbitrary commands via shell metacharacters in the hostingPath parameter to (1) SEAttack.pl or (2) CSAttack.pl in frameworkgui/ or the (3) appURLPath parameter to frameworkgui/attachMobileModem.pl.,9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-6070,Falconpl before 0.9.6.9-git20120606 misuses the libcurl API which may allow remote attackers to interfere with security checks.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:H,/A:N
CVE-2012-6071,nuSOAP before 0.7.3-5 does not properly check the hostname of a cert.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:H,/A:N
CVE-2012-6077,W3 Total Cache before 0.9.2.5 allows remote attackers to retrieve password hash information due to insecure storage of database cache files.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-6078,W3 Total Cache before 0.9.2.5 generates hash keys insecurely which allows remote attackers to predict the values of the hashes.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-6079,W3 Total Cache before 0.9.2.5 exposes sensitive cached database information which allows remote attackers to download this information via their hash keys.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-6083,Freeciv before 2.3.3 allows remote attackers to cause a denial of service via a crafted packet.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-6094,cups (Common Unix Printing System) 'Listen localhost:631' option not honored correctly which could provide unauthorized access to the system,9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-6111,gnome-keyring does not discard stored secrets when using gnome_keyring_lock_all_sync function,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-6122,Buffer overflow in the thread scheduler in Chicken before 4.8.0.1 allows attackers to cause a denial of service (crash) by opening a file descriptor with a large integer value.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-6123,"Chicken before 4.8.0 does not properly handle NUL bytes in certain strings, which allows an attacker to conduct ""poisoned NUL byte attack.""",6.5,AV:N,AC:L,PR:N,UI:R,/S:U,/C:N,/I:H,/A:N
CVE-2012-6124,"A casting error in Chicken before 4.8.0 on 64-bit platform caused the random number generator to return a constant value. NOTE: the vendor states ""This function wasn't used for security purposes (and is advertised as being unsuitable).""",5.3,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:L,/A:N
CVE-2012-6125,Chicken before 4.8.0 is susceptible to algorithmic complexity attacks related to hash table collisions.,9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-6135,RubyGems passenger 4.0.0 betas 1 and 2 allows remote attackers to delete arbitrary files during the startup process.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:H,/A:N
CVE-2012-6136,tuned 2.10.0 creates its PID file with insecure permissions which allows local users to kill arbitrary processes.,5.5,AV:L,AC:L,PR:L,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-6344,Novell ZENworks Configuration Management before 11.2.4 allows XSS.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-6345,Novell ZENworks Configuration Management before 11.2.4 allows obtaining sensitive trace information.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-6346,Multiple cross-site scripting (XSS) vulnerabilities in FortiWeb before 4.4.4 allow remote attackers to inject arbitrary web script or HTML via the (1) redir or (2) mkey parameter to waf/pcre_expression/validate.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-6347,"Multiple cross-site scripting (XSS) vulnerabilities in Java number format exception handling in FortiGate FortiDB before 4.4.2 allow remote attackers to inject arbitrary web script or HTML via the conversationContext parameter to (1) admin/auditTrail.jsf, (2) mapolicymgmt/targetsMonitorView.jsf, (3) vascan/globalsummary.jsf, (4) vaerrorlog/vaErrorLog.jsf, (5) database/listTargetGroups.jsf, (6) sysconfig/listSystemInfo.jsf, (7) vascan/list.jsf, (8) network/router.jsf, (9) mapolicymgmt/editPolicyProfile.jsf, or (10) mapolicymgmt/maPolicyMasterList.jsf.",6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-6639,An privilege elevation vulnerability exists in Cloud-init before 0.7.0 when requests to an untrusted system are submitted for EC2 instance data.,8.8,AV:N,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-6652,Directory traversal vulnerability in pageflipbook.php script from index.php in Page Flip Book plugin for WordPress (wppageflip) allows remote attackers to include and execute arbitrary local files via a .. (dot dot) in the pageflipbook_language parameter.,9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-6655,An issue exists AccountService 0.6.37 in the user_change_password_authorized_cb() function in user.c which could let a local users obtain encrypted passwords.,3.3,AV:L,AC:L,PR:L,UI:N,/S:U,/C:L,/I:N,/A:N
CVE-2012-6663,General Electric D20ME devices are not properly configured and reveal plaintext passwords.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-6667,Cross-site scripting (XSS) vulnerability in vbshout.php in DragonByte Technologies vBShout module for vBulletin allows remote attackers to inject arbitrary web script or HTML via the shout parameter in a shout action.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-6668,Multiple cross-site scripting (XSS) vulnerabilities in the Shout Reports in the DragonByte Technologies vBShout module before 6.0.6 for vBulletin allow remote attackers to inject arbitrary web script or HTML via the (1) reportreason parameter in actions/doreport.php or (2) modnotes parameter in actions/updatereport.php.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-6670,Multiple cross-site scripting (XSS) vulnerabilities in the DragonByte Technologies vbActivity module before 3.0.1 for vBulletin allow remote attackers to inject arbitrary web script or HTML via the reason parameter in (1) actions/nominatemedal.php or (2) actions/requestmedal.php.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-6671,"Multiple cross-site scripting (XSS) vulnerabilities in actions/main.php in the DragonByte Technologies Forumon RPG module before 1.0.8 for vBulletin when creating a new monster, allow remote attackers to inject arbitrary web script or HTML via the (1) monster[title] or (2) monster[description] parameters.",6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-6682,Cross-site scripting (XSS) vulnerability in downloads/actions/editdownload.php in the DragonByte Technologies vBDownloads module 1.3.2 and earlier for vBulletin allows remote attackers to inject arbitrary web script or HTML via the mirrors[] parameter.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-6689,"The netlink_sendmsg function in net/netlink/af_netlink.c in the Linux kernel before 3.5.5 does not validate the dst_pid field, which allows local users to have an unspecified impact by spoofing Netlink messages.",7.8,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-6696,inspircd in Debian before 2.0.7 does not properly handle unsigned integers.  NOTE: This vulnerability exists because of an incomplete fix to CVE-2012-1836.,9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-6697,InspIRCd before 2.0.7 allows remote attackers to cause a denial of service (infinite loop).,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-6698,The decode_search function in dhcp.c in dhcpcd 3.x allows remote DHCP servers to cause a denial of service (out-of-bounds write) via a crafted response.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-6699,The decode_search function in dhcp.c in dhcpcd 3.x allows remote DHCP servers to cause a denial of service (out-of-bounds read) via a crafted response.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-6700,"The decode_search function in dhcp.c in dhcpcd 3.x does not properly free allocated memory, which allows remote DHCP servers to cause a denial of service via a crafted response.",7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-6701,"Integer overflow in fs/aio.c in the Linux kernel before 3.4.1 allows local users to cause a denial of service or possibly have unspecified other impact via a large AIO iovec.<a href=""http://cwe.mitre.org/data/definitions/190.html"">CWE-190: Integer Overflow or Wraparound</a>",7.8,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-6702,"Expat, when used in a parser that has not called XML_SetHashSalt or passed it a seed of 0, makes it easier for context-dependent attackers to defeat cryptographic protection mechanisms via vectors involving use of the srand function.",5.9,AV:N,AC:H,PR:N,UI:N,/S:U,/C:N,/I:H,/A:N
CVE-2012-6703,"Integer overflow in the snd_compr_allocate_buffer function in sound/core/compress_offload.c in the ALSA subsystem in the Linux kernel before 3.6-rc6-next-20120917 allows local users to cause a denial of service (insufficient memory allocation) or possibly have unspecified other impact via a crafted SNDRV_COMPRESS_SET_PARAMS ioctl call.<a href=""http://cwe.mitre.org/data/definitions/190.html"">CWE-190: Integer Overflow or Wraparound</a>",7.8,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-6704,"The sock_setsockopt function in net/core/sock.c in the Linux kernel before 3.5 mishandles negative values of sk_sndbuf and sk_rcvbuf, which allows local users to cause a denial of service (memory corruption and system crash) or possibly have unspecified other impact by leveraging the CAP_NET_ADMIN capability for a crafted setsockopt system call with the (1) SO_SNDBUF or (2) SO_RCVBUF option.",7.8,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-6705,Cross Site Scripting (XSS) exists in Jamroom before 4.2.7 via the Status Update field.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-6706,"A VMSF_DELTA memory corruption was discovered in unrar before 5.5.5, as used in Sophos Anti-Virus Threat Detection Engine before 3.37.2 and other products, that can lead to arbitrary code execution. An integer overflow can be caused in DataSize+CurChannel. The result is a negative value of the ""DestPos"" variable, which allows the attacker to write out of bounds when setting Mem[DestPos].",9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-6707,"WordPress through 4.8.2 uses a weak MD5-based password hashing algorithm, which makes it easier for attackers to determine cleartext values by leveraging access to the hash values. NOTE: the approach to changing this may not be fully compatible with certain use cases, such as migration of a WordPress site from a web host that uses a recent PHP version to a different web host that uses PHP 5.2. These use cases are plausible (but very unlikely) based on statistics showing widespread deployment of WordPress with obsolete PHP versions.",7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-6708,"jQuery before 1.9.0 is vulnerable to Cross-site Scripting (XSS) attacks. The jQuery(strInput) function does not differentiate selectors from HTML in a reliable fashion. In vulnerable versions, jQuery determined whether the input was HTML by looking for the '<' character anywhere in the string, giving attackers more flexibility when attempting to construct a malicious payload. In fixed versions, jQuery only deems the input to be HTML if it explicitly starts with the '<' character, limiting exploitability only to attackers who can control the beginning of a string, which is far less common.",6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-6709,ELinks 0.12 and Twibright Links 2.3 have Missing SSL Certificate Validation.,5.9,AV:N,AC:H,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-6710,ext_find_user in eXtplorer through 2.1.2 allows remote attackers to bypass authentication via a password[]= (aka an empty array) in an action=login request to index.php.,9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
